60,(0.14334262731036765-0.007178874446974235j),-0.5132012661710912
61,(-0.10764891475054698-0.18486752424756037j),-0.33751143387862587
62,(-0.05179962883897221+0.005793903403905808j),-0.1789944310949666
63,(-0.5352925926210393+0.6168094524934455j),-0.08665553679060663
64,(-0.02684120057089368+0j),-1.0505324618501712
65,(-0.20553243838071042+0j),-0.02391831292934625
66,(0.0001242417178365728-0.00027588367214072165j),-0.04007018391060808
67,(-0.36907799672756664+0.04635402598095537j),-0.10791014558466075
68,(0.00553071858055885-0.07012790770790704j),-0.10435833655425446
69,(0.11287131459014825+0.19214173732448753j),-0.0460224899607902
70,(-0.1188315447616248+0j),-0.12700976915588677
71,(-0.005268266435084811+0j),-0.22902259878758507
72,(0.005338721242458164+0.002269823054756311j),-0.1587633466529569
